"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Lewis"," President/Vice President","Jo Jorgensen / Jeremy &quot;Spike&quot; Cohen","(Libertarian Party Nominees)","927","2.046","Federal"
"Lewis"," President/Vice President","Howie Hawkins / Angela Walker","(Green Party Nominees)","177","0.3907","Federal"
"Lewis"," President/Vice President","Gloria La Riva / Sunil Freeman","(Socialism and Liberation Party Nominees)","42","0.0927","Federal"
"Lewis"," President/Vice President","Alyson Kennedy / Malcolm M. Jarrett","(Socialist Workers Party Nominees)","20","0.0441","Federal"
"Lewis"," President/Vice President","WRITE-IN"," ","232","0.512","Federal"
"Lewis","Congressional District 3 U.S. Representative","Jaime Herrera Beutler","(Prefers Republican Party)","31344","70.2765","Congressional"
"Lewis","Congressional District 3 U.S. Representative","Carolyn Long","(Prefers Democratic Party)","13202","29.6002","Congressional"
"Lewis","Congressional District 3 U.S. Representative","WRITE-IN"," ","55","0.1233","Congressional"
"Lewis","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","13821","30.5443","State Executive"
"Lewis","Washington State Governor","Loren Culp","(Prefers Republican Party)","31306","69.1861","State Executive"
"Lewis","Washington State Governor","WRITE-IN"," ","122","0.2696","State Executive"
"Lewis","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","14871","36.9686","State Executive"
"Lewis","Washington State Lt. Governor","Marko Liias","(Prefers Democratic Party)","7886","19.6042","State Executive"
"Lewis","Washington State Lt. Governor","WRITE-IN"," ","17469","43.4271","State Executive"
"Lewis","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","32661","74.073","State Executive"
"Lewis","Washington State Secretary of State","Gael Tarleton","(Prefers Democratic Party)","11353","25.7479","State Executive"
"Lewis","Washington State Secretary of State","WRITE-IN"," ","79","0.1792","State Executive"
"Lewis","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","13389","30.6602","State Executive"
"Lewis","Washington State State Treasurer","Duane A. Davidson","(Prefers Republican Party)","30233","69.2322","State Executive"
"Lewis","Washington State State Treasurer","WRITE-IN"," ","47","0.1076","State Executive"
"Lewis","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","14292","32.8552","State Executive"
"Lewis","Washington State State Auditor","Chris Leyba","(Prefers Republican Party)","29164","67.0437","State Executive"
"Lewis","Washington State State Auditor","WRITE-IN"," ","44","0.1011","State Executive"
"Lewis","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","14022","31.7981","State Executive"
"Lewis","Washington State Attorney General","Matt Larkin","(Prefers Republican Party)","30010","68.0545","State Executive"
"Lewis","Washington State Attorney General","WRITE-IN"," ","65","0.1474","State Executive"
"Lewis","Washington State Commissioner of Public Lands","Hilary Franz","(Prefers Democratic Party)","13809","31.6408","State Executive"
"Lewis","Washington State Commissioner of Public Lands","Sue Kuehl Pederson","(Prefers Republican Party)","29781","68.2377","State Executive"
"Lewis","Washington State Commissioner of Public Lands","WRITE-IN"," ","53","0.1214","State Executive"
"Lewis","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","17698","44.7168","State Executive"
"Lewis","Washington State Superintendent of Public Instruction","Maia Espinoza"," ","21636","54.6667","State Executive"
"Lewis","Washington State Superintendent of Public Instruction","WRITE-IN"," ","244","0.6165","State Executive"
"Lewis","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","18281","43.0465","State Executive"
"Lewis","Washington State Insurance Commissioner","Chirayu Avinash Patel","(Prefers Republican Party)","23950","56.3954","State Executive"
"Lewis","Washington State Insurance Commissioner","WRITE-IN"," ","237","0.5581","State Executive"
"Lewis","Legislative District 19 State Senator","Dean Takko","(Prefers Democratic Party)","1142","27.3075","Legislative"
"Lewis","Legislative District 19 State Senator","Jeff Wilson","(Prefers Republican Party)","3037","72.6208","Legislative"
"Lewis","Legislative District 19 State Senator","WRITE-IN"," ","3","0.0717","Legislative"
"Lewis","Legislative District 19 State Representative Pos. 1","Jim Walsh","(Prefers Republican Party)","3193","76.4241","Legislative"
"Lewis","Legislative District 19 State Representative Pos. 1","Marianna Everson","(Prefers Democratic Party)","983","23.528","Legislative"
"Lewis","Legislative District 19 State Representative Pos. 1","WRITE-IN"," ","2","0.0479","Legislative"
"Lewis","Legislative District 19 State Representative Pos. 2","Joel McEntire","(Prefers Republican Party)","2973","71.2608","Legislative"
"Lewis","Legislative District 19 State Representative Pos. 2","Brian E. Blake","(Prefers Democratic Party)","1197","28.6913","Legislative"
"Lewis","Legislative District 19 State Representative Pos. 2","WRITE-IN"," ","2","0.0479","Legislative"
"Lewis","Legislative District 20 State Senator","John Braun","(Prefers Republican Party)","32224","97.5096","Legislative"
"Lewis","Legislative District 20 State Senator","WRITE-IN"," ","823","2.4904","Legislative"
"Lewis","Legislative District 20 State Representative Pos. 1","Peter Abbarno","(Prefers Republican Party)","28654","72.6687","Legislative"
"Lewis","Legislative District 20 State Representative Pos. 1","Timothy Zahn","(Prefers Democratic Party)","10715","27.1741","Legislative"
"Lewis","Legislative District 20 State Representative Pos. 1","WRITE-IN"," ","62","0.1572","Legislative"
"Lewis","Legislative District 20 State Representative Pos. 2","Ed Orcutt","(Prefers Republican Party)","28637","73.2442","Legislative"
"Lewis","Legislative District 20 State Representative Pos. 2","Will Rollet","(Prefers Democratic Party)","10407","26.6177","Legislative"
"Lewis","Legislative District 20 State Representative Pos. 2","WRITE-IN"," ","54","0.1381","Legislative"
"Lewis","Lewis County Commissioner, District 1","Sean Swope","(Prefers Republican Party)","22593","54.928","County"
"Lewis","Lewis County Commissioner, District 1","Edna J. Fund","(Prefers Republican Party)","18105","44.0168","County"
"Lewis","Lewis County Commissioner, District 1","WRITE-IN"," ","434","1.0551","County"
"Lewis","Lewis County Commissioner, District 2","Lindsey Remund Pollock","(Prefers Republican Party)","23896","60.5898","County"
"Lewis","Lewis County Commissioner, District 2","Bobby Jackson","(Prefers Republican Party)","15116","38.3275","County"
"Lewis","Lewis County Commissioner, District 2","WRITE-IN"," ","427","1.0827","County"
"Lewis","Supreme Court Justice Position #03","Dave Larson"," ","23250","60.832","Judicial"
"Lewis","Supreme Court Justice Position #03","Raquel Montoya-Lewis"," ","14798","38.7179","Judicial"
"Lewis","Supreme Court Justice Position #03","WRITE-IN"," ","172","0.45","Judicial"
"Lewis","Supreme Court Justice Position #04","Charles W. Johnson"," ","30464","98.0496","Judicial"
"Lewis","Supreme Court Justice Position #04","WRITE-IN"," ","606","1.9504","Judicial"
"Lewis","Supreme Court Justice Position #06","Richard S. Serns"," ","19590","53.2351","Judicial"
"Lewis","Supreme Court Justice Position #06","G. Helen Whitener"," ","16984","46.1534","Judicial"
"Lewis","Supreme Court Justice Position #06","WRITE-IN"," ","225","0.6114","Judicial"
"Lewis","Supreme Court Justice Position #07","Debra L. Stephens"," ","30540","98.0732","Judicial"
"Lewis","Supreme Court Justice Position #07","WRITE-IN"," ","600","1.9268","Judicial"
"Lewis","Lewis Superior Court Judge Position 1","J. Andrew Toynbee"," ","31103","98.8024","Judicial"
"Lewis","Lewis Superior Court Judge Position 1","WRITE-IN"," ","377","1.1976","Judicial"
"Lewis","Lewis Superior Court Judge Position 2","James W. Lawler"," ","31713","98.7329","Judicial"
"Lewis","Lewis Superior Court Judge Position 2","WRITE-IN"," ","407","1.2671","Judicial"
"Lewis","Lewis Superior Court Judge Position 3","Joely O'Rourke"," ","31697","98.9109","Judicial"
"Lewis","Lewis Superior Court Judge Position 3","WRITE-IN"," ","349","1.0891","Judicial"
"Lewis","PUD DISTRICT-AT-LARGE Commissioner District 1","Ben Kostick"," ","15251","48.7112","Public Utility"
"Lewis","PUD DISTRICT-AT-LARGE Commissioner District 1","Michael Kelly"," ","15851","50.6276","Public Utility"
"Lewis","PUD DISTRICT-AT-LARGE Commissioner District 1","WRITE-IN"," ","207","0.6612","Public Utility"
"Lewis","PUD DISTRICT-AT-LARGE Commissioner District 2","Ed Rothlin"," ","25635","98.6872","Public Utility"
"Lewis","PUD DISTRICT-AT-LARGE Commissioner District 2","WRITE-IN"," ","341","1.3128","Public Utility"
"Lewis","FIRE DISTRICT 17 - BIG CRK-MINERAL Proposition 1 - Six Year EMS Levy","YES"," ","98","79.0323","Fire"
"Lewis","FIRE DISTRICT 17 - BIG CRK-MINERAL Proposition 1 - Six Year EMS Levy","NO"," ","26","20.9677","Fire"
"Lewis","FIRE DISTRICT 17 - BIG CRK-MINERAL Proposition 2 - Six Year Levy Lid Lift","YES"," ","84","67.7419","Fire"
"Lewis","FIRE DISTRICT 17 - BIG CRK-MINERAL Proposition 2 - Six Year Levy Lid Lift","NO"," ","40","32.2581","Fire"
"Lincoln","Washington State Referendum Measure No. 90","Approved"," ","1780","25.8158","State Executive"
"Lincoln","Washington State Referendum Measure No. 90","Rejected"," ","5115","74.1842","State Executive"
"Lincoln","Washington State Advisory Vote No. 32","Repealed"," ","5831","86.4364","State Executive"
"Lincoln","Washington State Advisory Vote No. 32","Maintained"," ","915","13.5636","State Executive"
"Lincoln","Washington State Advisory Vote No. 33","Repealed"," ","5728","85.2001","State Executive"
"Lincoln","Washington State Advisory Vote No. 33","Maintained"," ","995","14.7999","State Executive"
"Lincoln","Washington State Advisory Vote No. 34","Repealed"," ","5803","86.6896","State Executive"
"Lincoln","Washington State Advisory Vote No. 34","Maintained"," ","891","13.3104","State Executive"
"Lincoln","Washington State Advisory Vote No. 35","Repealed"," ","5187","77.6846","State Executive"
"Lincoln","Washington State Advisory Vote No. 35","Maintained"," ","1490","22.3154","State Executive"
"Lincoln","Washington State Engrossed Senate Joint Resolution No. 8212","Approved"," ","1811","27.2988","State Executive"
"Lincoln","Washington State Engrossed Senate Joint Resolution No. 8212","Rejected"," ","4823","72.7012","State Executive"
"Lincoln"," President/Vice President","Joseph R. Biden / Kamala D. Harris","(Democratic Party Nominees)","1713","24.3566","Federal"
"Lincoln"," President/Vice President","Donald J. Trump / Michael R. Pence","(Republican Party Nominees)","5150","73.2262","Federal"
"Lincoln"," President/Vice President","Jo Jorgensen / Jeremy &quot;Spike&quot; Cohen","(Libertarian Party Nominees)","111","1.5783","Federal"
"Lincoln"," President/Vice President","Howie Hawkins / Angela Walker","(Green Party Nominees)","15","0.2133","Federal"
"Lincoln"," President/Vice President","Gloria La Riva / Sunil Freeman","(Socialism and Liberation Party Nominees)","3","0.0427","Federal"
"Lincoln"," President/Vice President","Alyson Kennedy / Malcolm M. Jarrett","(Socialist Workers Party Nominees)","1","0.0142","Federal"
"Lincoln"," President/Vice President","WRITE-IN"," ","40","0.5687","Federal"
"Lincoln","Congressional District 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","5540","80.0809","Congressional"
"Lincoln","Congressional District 5 U.S. Representative","Dave Wilson","(Prefers Democratic Party)","1362","19.6878","Congressional"
"Lincoln","Congressional District 5 U.S. Representative","WRITE-IN"," ","16","0.2313","Congressional"
"Lincoln","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","1526","21.7938","State Executive"
"Lincoln","Washington State Governor","Loren Culp","(Prefers Republican Party)","5450","77.8349","State Executive"
"Lincoln","Washington State Governor","WRITE-IN"," ","26","0.3713","State Executive"
"Lincoln","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","1791","29.1172","State Executive"
"Lincoln","Washington State Lt. Governor","Marko Liias","(Prefers Democratic Party)","933","15.1683","State Executive"
"Lincoln","Washington State Lt. Governor","WRITE-IN"," ","3427","55.7145","State Executive"
"Lincoln","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","5485","79.8399","State Executive"
"Lincoln","Washington State Secretary of State","Gael Tarleton","(Prefers Democratic Party)","1378","20.0582","State Executive"
"Lincoln","Washington State Secretary of State","WRITE-IN"," ","7","0.1019","State Executive"
"Lincoln","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","1486","21.9077","State Executive"
"Lincoln","Washington State State Treasurer","Duane A. Davidson","(Prefers Republican Party)","5289","77.9743","State Executive"
"Lincoln","Washington State State Treasurer","WRITE-IN"," ","8","0.1179","State Executive"
"Lincoln","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","1685","24.7648","State Executive"
"Lincoln","Washington State State Auditor","Chris Leyba","(Prefers Republican Party)","5114","75.1617","State Executive"
"Lincoln","Washington State State Auditor","WRITE-IN"," ","5","0.0735","State Executive"
"Lincoln","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","1654","24.153","State Executive"
"Lincoln","Washington State Attorney General","Matt Larkin","(Prefers Republican Party)","5188","75.7593","State Executive"
"Lincoln","Washington State Attorney General","WRITE-IN"," ","6","0.0876","State Executive"
"Lincoln","Washington State Commissioner of Public Lands","Hilary Franz","(Prefers Democratic Party)","1606","23.5553","State Executive"
